week_sort,value,type,Season,Age Group
Year 2 week 11,28.0,cases,2017/2018,75-84 years
Year 2 week 11,9.0,cases,2018/2019,75-84 years
Year 2 week 11,18.0,cases,2019/2020,75-84 years
Year 2 week 11,0.0,cases,2020/2021,75-84 years
Year 2 week 11,0.0,cases,2021/2022,75-84 years
Year 2 week 11,5.0,cases,2022/2023,75-84 years
Year 2 week 11,8.0,cases,2023/2024,75-84 years
Year 2 week 12,6.0,cases,2015/2016,75-84 years
Year 2 week 12,3.0,cases,2016/2017,75-84 years
Year 2 week 12,20.0,cases,2017/2018,75-84 years
Year 2 week 12,9.0,cases,2018/2019,75-84 years
Year 2 week 12,9.0,cases,2019/2020,75-84 years
Year 2 week 12,0.0,cases,2020/2021,75-84 years
Year 2 week 12,0.0,cases,2021/2022,75-84 years
Year 2 week 12,5.0,cases,2022/2023,75-84 years
Year 2 week 12,4.0,cases,2023/2024,75-84 years
Year 2 week 13,3.0,cases,2015/2016,75-84 years
Year 2 week 13,5.0,cases,2016/2017,75-84 years
Year 2 week 13,20.0,cases,2017/2018,75-84 years
Year 2 week 13,13.0,cases,2018/2019,75-84 years
Year 2 week 13,9.0,cases,2019/2020,75-84 years
Year 2 week 13,0.0,cases,2020/2021,75-84 years
Year 2 week 13,0.0,cases,2021/2022,75-84 years
Year 2 week 13,4.0,cases,2022/2023,75-84 years
Year 2 week 13,4.0,cases,2023/2024,75-84 years
Year 2 week 14,1.0,cases,2015/2016,75-84 years
Year 2 week 14,3.0,cases,2016/2017,75-84 years
Year 2 week 14,27.0,cases,2017/2018,75-84 years
Year 2 week 14,7.0,cases,2018/2019,75-84 years
Year 2 week 14,2.0,cases,2019/2020,75-84 years
Year 2 week 14,0.0,cases,2020/2021,75-84 years
Year 2 week 14,0.0,cases,2021/2022,75-84 years
Year 2 week 14,0.0,cases,2022/2023,75-84 years
Year 2 week 14,4.0,cases,2023/2024,75-84 years
Year 2 week 15,2.0,cases,2015/2016,75-84 years
Year 2 week 15,1.0,cases,2016/2017,75-84 years
Year 2 week 15,7.0,cases,2017/2018,75-84 years
Year 2 week 15,8.0,cases,2018/2019,75-84 years
Year 2 week 15,1.0,cases,2019/2020,75-84 years
Year 2 week 15,0.0,cases,2020/2021,75-84 years
Year 2 week 15,0.0,cases,2021/2022,75-84 years
Year 2 week 15,4.0,cases,2022/2023,75-84 years
Year 2 week 15,3.0,cases,2023/2024,75-84 years
Year 2 week 16,3.0,cases,2015/2016,75-84 years
Year 2 week 16,3.0,cases,2016/2017,75-84 years
Year 2 week 16,3.0,cases,2017/2018,75-84 years
Year 2 week 16,3.0,cases,2018/2019,75-84 years
Year 2 week 16,1.0,cases,2019/2020,75-84 years
Year 2 week 16,0.0,cases,2020/2021,75-84 years
Year 2 week 16,2.0,cases,2021/2022,75-84 years
Year 2 week 16,0.0,cases,2022/2023,75-84 years
Year 2 week 16,2.0,cases,2023/2024,75-84 years
Year 2 week 17,0.0,cases,2015/2016,75-84 years
Year 2 week 17,1.0,cases,2016/2017,75-84 years
Year 2 week 17,0.0,cases,2017/2018,75-84 years
Year 2 week 17,2.0,cases,2018/2019,75-84 years
Year 2 week 17,0.0,cases,2019/2020,75-84 years
Year 2 week 17,0.0,cases,2020/2021,75-84 years
Year 2 week 17,0.0,cases,2021/2022,75-84 years
Year 2 week 17,2.0,cases,2022/2023,75-84 years
Year 2 week 17,1.0,cases,2023/2024,75-84 years
Year 2 week 18,0.0,cases,2015/2016,75-84 years
Year 2 week 18,1.0,cases,2016/2017,75-84 years
Year 2 week 18,0.0,cases,2017/2018,75-84 years
Year 2 week 18,2.0,cases,2018/2019,75-84 years
Year 2 week 18,0.0,cases,2019/2020,75-84 years
Year 2 week 18,0.0,cases,2020/2021,75-84 years
Year 2 week 18,0.0,cases,2021/2022,75-84 years
Year 2 week 18,1.0,cases,2022/2023,75-84 years
Year 2 week 18,2.0,cases,2023/2024,75-84 years
Year 2 week 19,0.0,cases,2015/2016,75-84 years
Year 2 week 19,2.0,cases,2016/2017,75-84 years
Year 2 week 19,0.0,cases,2017/2018,75-84 years
Year 2 week 19,1.0,cases,2018/2019,75-84 years
Year 2 week 19,0.0,cases,2019/2020,75-84 years
Year 2 week 19,0.0,cases,2020/2021,75-84 years
Year 2 week 19,1.0,cases,2021/2022,75-84 years
Year 2 week 19,1.0,cases,2022/2023,75-84 years
Year 2 week 19,0.0,cases,2023/2024,75-84 years
Year 2 week 20,0.0,cases,2015/2016,75-84 years
Year 2 week 20,0.0,cases,2016/2017,75-84 years
Year 2 week 20,0.0,cases,2017/2018,75-84 years
Year 2 week 20,0.0,cases,2018/2019,75-84 years
Year 2 week 20,1.0,cases,2019/2020,75-84 years
Year 2 week 20,0.0,cases,2020/2021,75-84 years
Year 2 week 20,1.0,cases,2021/2022,75-84 years
Year 2 week 20,0.0,cases,2022/2023,75-84 years
Year 2 week 20,1.0,cases,2023/2024,75-84 years
Year 1 week 21,12.0,tested,2016/2017,75-84 years
Year 1 week 21,19.0,tested,2017/2018,75-84 years
Year 1 week 21,34.0,tested,2018/2019,75-84 years
Year 1 week 21,52.0,tested,2019/2020,75-84 years
Year 1 week 21,51.0,tested,2020/2021,75-84 years
Year 1 week 21,92.0,tested,2021/2022,75-84 years
Year 1 week 21,350.0,tested,2022/2023,75-84 years
Year 1 week 21,386.0,tested,2023/2024,75-84 years
Year 1 week 21,241.0,tested,2024/2025,75-84 years
Year 1 week 22,10.0,tested,2016/2017,75-84 years
Year 1 week 22,20.0,tested,2017/2018,75-84 years
Year 1 week 22,24.0,tested,2018/2019,75-84 years
Year 1 week 22,30.0,tested,2019/2020,75-84 years
Year 1 week 22,39.0,tested,2020/2021,75-84 years
Year 1 week 22,93.0,tested,2021/2022,75-84 years
Year 1 week 22,375.0,tested,2022/2023,75-84 years
Year 1 week 22,334.0,tested,2023/2024,75-84 years
Year 1 week 22,203.0,tested,2024/2025,75-84 years
Year 1 week 23,16.0,tested,2016/2017,75-84 years
Year 1 week 23,17.0,tested,2017/2018,75-84 years
Year 1 week 23,28.0,tested,2018/2019,75-84 years
Year 1 week 23,27.0,tested,2019/2020,75-84 years
Year 1 week 23,20.0,tested,2020/2021,75-84 years
Year 1 week 23,84.0,tested,2021/2022,75-84 years
Year 1 week 23,375.0,tested,2022/2023,75-84 years
Year 1 week 23,307.0,tested,2023/2024,75-84 years
Year 1 week 23,241.0,tested,2024/2025,75-84 years
Year 1 week 24,5.0,tested,2016/2017,75-84 years
Year 1 week 24,11.0,tested,2017/2018,75-84 years
Year 1 week 24,14.0,tested,2018/2019,75-84 years
Year 1 week 24,26.0,tested,2019/2020,75-84 years
Year 1 week 24,26.0,tested,2020/2021,75-84 years
Year 1 week 24,75.0,tested,2021/2022,75-84 years
Year 1 week 24,369.0,tested,2022/2023,75-84 years
Year 1 week 24,280.0,tested,2023/2024,75-84 years
Year 1 week 24,234.0,tested,2024/2025,75-84 years
Year 1 week 25,6.0,tested,2016/2017,75-84 years
Year 1 week 25,13.0,tested,2017/2018,75-84 years
Year 1 week 25,17.0,tested,2018/2019,75-84 years
Year 1 week 25,27.0,tested,2019/2020,75-84 years
Year 1 week 25,15.0,tested,2020/2021,75-84 years
Year 1 week 25,108.0,tested,2021/2022,75-84 years
Year 1 week 25,426.0,tested,2022/2023,75-84 years
Year 1 week 25,283.0,tested,2023/2024,75-84 years
Year 1 week 25,255.0,tested,2024/2025,75-84 years
Year 1 week 26,9.0,tested,2016/2017,75-84 years
Year 1 week 26,7.0,tested,2017/2018,75-84 years
Year 1 week 26,20.0,tested,2018/2019,75-84 years
Year 1 week 26,23.0,tested,2019/2020,75-84 years
Year 1 week 26,12.0,tested,2020/2021,75-84 years
Year 1 week 26,99.0,tested,2021/2022,75-84 years
Year 1 week 26,431.0,tested,2022/2023,75-84 years
Year 1 week 26,264.0,tested,2023/2024,75-84 years
Year 1 week 26,300.0,tested,2024/2025,75-84 years
Year 1 week 27,9.0,tested,2016/2017,75-84 years
Year 1 week 27,15.0,tested,2017/2018,75-84 years
Year 1 week 27,11.0,tested,2018/2019,75-84 years
Year 1 week 27,19.0,tested,2019/2020,75-84 years
Year 1 week 27,19.0,tested,2020/2021,75-84 years
Year 1 week 27,111.0,tested,2021/2022,75-84 years
Year 1 week 27,397.0,tested,2022/2023,75-84 years
Year 1 week 27,234.0,tested,2023/2024,75-84 years
Year 1 week 27,297.0,tested,2024/2025,75-84 years
Year 1 week 28,6.0,tested,2016/2017,75-84 years
Year 1 week 28,11.0,tested,2017/2018,75-84 years
Year 1 week 28,10.0,tested,2018/2019,75-84 years
Year 1 week 28,28.0,tested,2019/2020,75-84 years
Year 1 week 28,23.0,tested,2020/2021,75-84 years
Year 1 week 28,117.0,tested,2021/2022,75-84 years
Year 1 week 28,418.0,tested,2022/2023,75-84 years
Year 1 week 28,257.0,tested,2023/2024,75-84 years
Year 1 week 28,291.0,tested,2024/2025,75-84 years
Year 1 week 29,15.0,tested,2016/2017,75-84 years
Year 1 week 29,11.0,tested,2017/2018,75-84 years
Year 1 week 29,5.0,tested,2018/2019,75-84 years
Year 1 week 29,19.0,tested,2019/2020,75-84 years
Year 1 week 29,20.0,tested,2020/2021,75-84 years
Year 1 week 29,79.0,tested,2021/2022,75-84 years
Year 1 week 29,409.0,tested,2022/2023,75-84 years
Year 1 week 29,216.0,tested,2023/2024,75-84 years
Year 1 week 29,328.0,tested,2024/2025,75-84 years
Year 1 week 30,13.0,tested,2016/2017,75-84 years
Year 1 week 30,12.0,tested,2017/2018,75-84 years
Year 1 week 30,12.0,tested,2018/2019,75-84 years
Year 1 week 30,18.0,tested,2019/2020,75-84 years
Year 1 week 30,18.0,tested,2020/2021,75-84 years
Year 1 week 30,89.0,tested,2021/2022,75-84 years
Year 1 week 30,400.0,tested,2022/2023,75-84 years
Year 1 week 30,223.0,tested,2023/2024,75-84 years
Year 1 week 30,346.0,tested,2024/2025,75-84 years
Year 1 week 31,5.0,tested,2016/2017,75-84 years
Year 1 week 31,16.0,tested,2017/2018,75-84 years
Year 1 week 31,15.0,tested,2018/2019,75-84 years
Year 1 week 31,15.0,tested,2019/2020,75-84 years
Year 1 week 31,28.0,tested,2020/2021,75-84 years
Year 1 week 31,89.0,tested,2021/2022,75-84 years
Year 1 week 31,386.0,tested,2022/2023,75-84 years
Year 1 week 31,235.0,tested,2023/2024,75-84 years
Year 1 week 31,302.0,tested,2024/2025,75-84 years
Year 1 week 32,7.0,tested,2016/2017,75-84 years
Year 1 week 32,15.0,tested,2017/2018,75-84 years
Year 1 week 32,9.0,tested,2018/2019,75-84 years
Year 1 week 32,16.0,tested,2019/2020,75-84 years
Year 1 week 32,22.0,tested,2020/2021,75-84 years
Year 1 week 32,87.0,tested,2021/2022,75-84 years
Year 1 week 32,392.0,tested,2022/2023,75-84 years
Year 1 week 32,235.0,tested,2023/2024,75-84 years
Year 1 week 32,284.0,tested,2024/2025,75-84 years
Year 1 week 33,5.0,tested,2016/2017,75-84 years
Year 1 week 33,17.0,tested,2017/2018,75-84 years
Year 1 week 33,12.0,tested,2018/2019,75-84 years
Year 1 week 33,13.0,tested,2019/2020,75-84 years
Year 1 week 33,19.0,tested,2020/2021,75-84 years
Year 1 week 33,92.0,tested,2021/2022,75-84 years
Year 1 week 33,434.0,tested,2022/2023,75-84 years
Year 1 week 33,287.0,tested,2023/2024,75-84 years
Year 1 week 33,280.0,tested,2024/2025,75-84 years
Year 1 week 34,8.0,tested,2016/2017,75-84 years
Year 1 week 34,6.0,tested,2017/2018,75-84 years
Year 1 week 34,13.0,tested,2018/2019,75-84 years
Year 1 week 34,11.0,tested,2019/2020,75-84 years
Year 1 week 34,8.0,tested,2020/2021,75-84 years
Year 1 week 34,87.0,tested,2021/2022,75-84 years
Year 1 week 34,406.0,tested,2022/2023,75-84 years
Year 1 week 34,288.0,tested,2023/2024,75-84 years
Year 1 week 34,308.0,tested,2024/2025,75-84 years
Year 1 week 35,9.0,tested,2016/2017,75-84 years
Year 1 week 35,10.0,tested,2017/2018,75-84 years
Year 1 week 35,14.0,tested,2018/2019,75-84 years
Year 1 week 35,12.0,tested,2019/2020,75-84 years
Year 1 week 35,20.0,tested,2020/2021,75-84 years
Year 1 week 35,115.0,tested,2021/2022,75-84 years
Year 1 week 35,367.0,tested,2022/2023,75-84 years
Year 1 week 35,310.0,tested,2023/2024,75-84 years
Year 1 week 35,299.0,tested,2024/2025,75-84 years
Year 1 week 36,8.0,tested,2016/2017,75-84 years
Year 1 week 36,18.0,tested,2017/2018,75-84 years
Year 1 week 36,17.0,tested,2018/2019,75-84 years
Year 1 week 36,19.0,tested,2019/2020,75-84 years
Year 1 week 36,18.0,tested,2020/2021,75-84 years
Year 1 week 36,168.0,tested,2021/2022,75-84 years
Year 1 week 36,364.0,tested,2022/2023,75-84 years
Year 1 week 36,315.0,tested,2023/2024,75-84 years
Year 1 week 36,342.0,tested,2024/2025,75-84 years
Year 1 week 37,7.0,tested,2016/2017,75-84 years
Year 1 week 37,13.0,tested,2017/2018,75-84 years
Year 1 week 37,11.0,tested,2018/2019,75-84 years
Year 1 week 37,29.0,tested,2019/2020,75-84 years
Year 1 week 37,26.0,tested,2020/2021,75-84 years
Year 1 week 37,170.0,tested,2021/2022,75-84 years
Year 1 week 37,437.0,tested,2022/2023,75-84 years
Year 1 week 37,335.0,tested,2023/2024,75-84 years
Year 1 week 37,312.0,tested,2024/2025,75-84 years
Year 1 week 38,7.0,tested,2016/2017,75-84 years
Year 1 week 38,17.0,tested,2017/2018,75-84 years
Year 1 week 38,14.0,tested,2018/2019,75-84 years
Year 1 week 38,30.0,tested,2019/2020,75-84 years
Year 1 week 38,27.0,tested,2020/2021,75-84 years
Year 1 week 38,193.0,tested,2021/2022,75-84 years
Year 1 week 38,422.0,tested,2022/2023,75-84 years
Year 1 week 38,337.0,tested,2023/2024,75-84 years
Year 1 week 38,316.0,tested,2024/2025,75-84 years
Year 1 week 39,16.0,tested,2016/2017,75-84 years
Year 1 week 39,21.0,tested,2017/2018,75-84 years
Year 1 week 39,17.0,tested,2018/2019,75-84 years
Year 1 week 39,39.0,tested,2019/2020,75-84 years
Year 1 week 39,27.0,tested,2020/2021,75-84 years
Year 1 week 39,252.0,tested,2021/2022,75-84 years
Year 1 week 39,406.0,tested,2022/2023,75-84 years
Year 1 week 39,357.0,tested,2023/2024,75-84 years
Year 1 week 39,361.0,tested,2024/2025,75-84 years
Year 1 week 40,8.0,tested,2015/2016,75-84 years
Year 1 week 40,18.0,tested,2016/2017,75-84 years
Year 1 week 40,29.0,tested,2017/2018,75-84 years
Year 1 week 40,26.0,tested,2018/2019,75-84 years
Year 1 week 40,57.0,tested,2019/2020,75-84 years
Year 1 week 40,29.0,tested,2020/2021,75-84 years
Year 1 week 40,290.0,tested,2021/2022,75-84 years
Year 1 week 40,509.0,tested,2022/2023,75-84 years
Year 1 week 40,376.0,tested,2023/2024,75-84 years
Year 1 week 40,327.0,tested,2024/2025,75-84 years
Year 1 week 41,10.0,tested,2015/2016,75-84 years
Year 1 week 41,20.0,tested,2016/2017,75-84 years
Year 1 week 41,32.0,tested,2017/2018,75-84 years
Year 1 week 41,33.0,tested,2018/2019,75-84 years
Year 1 week 41,62.0,tested,2019/2020,75-84 years
Year 1 week 41,43.0,tested,2020/2021,75-84 years
Year 1 week 41,352.0,tested,2021/2022,75-84 years
Year 1 week 41,544.0,tested,2022/2023,75-84 years
Year 1 week 41,431.0,tested,2023/2024,75-84 years
Year 1 week 41,381.0,tested,2024/2025,75-84 years
Year 1 week 42,7.0,tested,2015/2016,75-84 years
Year 1 week 42,22.0,tested,2016/2017,75-84 years
Year 1 week 42,31.0,tested,2017/2018,75-84 years
Year 1 week 42,46.0,tested,2018/2019,75-84 years
Year 1 week 42,72.0,tested,2019/2020,75-84 years
Year 1 week 42,46.0,tested,2020/2021,75-84 years
Year 1 week 42,361.0,tested,2021/2022,75-84 years
Year 1 week 42,492.0,tested,2022/2023,75-84 years
Year 1 week 42,443.0,tested,2023/2024,75-84 years
Year 1 week 42,365.0,tested,2024/2025,75-84 years
Year 1 week 43,13.0,tested,2015/2016,75-84 years
Year 1 week 43,24.0,tested,2016/2017,75-84 years
Year 1 week 43,39.0,tested,2017/2018,75-84 years
Year 1 week 43,52.0,tested,2018/2019,75-84 years
Year 1 week 43,69.0,tested,2019/2020,75-84 years
Year 1 week 43,46.0,tested,2020/2021,75-84 years
Year 1 week 43,380.0,tested,2021/2022,75-84 years
Year 1 week 43,566.0,tested,2022/2023,75-84 years
Year 1 week 43,549.0,tested,2023/2024,75-84 years
Year 1 week 43,370.0,tested,2024/2025,75-84 years
Year 1 week 44,14.0,tested,2015/2016,75-84 years
Year 1 week 44,24.0,tested,2016/2017,75-84 years
Year 1 week 44,41.0,tested,2017/2018,75-84 years
Year 1 week 44,58.0,tested,2018/2019,75-84 years
Year 1 week 44,97.0,tested,2019/2020,75-84 years
Year 1 week 44,62.0,tested,2020/2021,75-84 years
Year 1 week 44,401.0,tested,2021/2022,75-84 years
Year 1 week 44,458.0,tested,2022/2023,75-84 years
Year 1 week 44,525.0,tested,2023/2024,75-84 years
Year 1 week 44,342.0,tested,2024/2025,75-84 years
Year 1 week 45,16.0,tested,2015/2016,75-84 years
Year 1 week 45,21.0,tested,2016/2017,75-84 years
Year 1 week 45,44.0,tested,2017/2018,75-84 years
Year 1 week 45,47.0,tested,2018/2019,75-84 years
Year 1 week 45,124.0,tested,2019/2020,75-84 years
Year 1 week 45,87.0,tested,2020/2021,75-84 years
Year 1 week 45,395.0,tested,2021/2022,75-84 years
Year 1 week 45,500.0,tested,2022/2023,75-84 years
Year 1 week 45,529.0,tested,2023/2024,75-84 years
Year 1 week 45,358.0,tested,2024/2025,75-84 years
Year 1 week 46,18.0,tested,2015/2016,75-84 years
Year 1 week 46,27.0,tested,2016/2017,75-84 years
Year 1 week 46,41.0,tested,2017/2018,75-84 years
Year 1 week 46,50.0,tested,2018/2019,75-84 years
Year 1 week 46,117.0,tested,2019/2020,75-84 years
Year 1 week 46,105.0,tested,2020/2021,75-84 years
Year 1 week 46,407.0,tested,2021/2022,75-84 years
Year 1 week 46,523.0,tested,2022/2023,75-84 years
Year 1 week 46,510.0,tested,2023/2024,75-84 years
Year 1 week 46,350.0,tested,2024/2025,75-84 years
Year 1 week 47,11.0,tested,2015/2016,75-84 years
Year 1 week 47,31.0,tested,2016/2017,75-84 years
Year 1 week 47,49.0,tested,2017/2018,75-84 years
Year 1 week 47,48.0,tested,2018/2019,75-84 years
Year 1 week 47,150.0,tested,2019/2020,75-84 years
Year 1 week 47,90.0,tested,2020/2021,75-84 years
Year 1 week 47,419.0,tested,2021/2022,75-84 years
Year 1 week 47,621.0,tested,2022/2023,75-84 years
Year 1 week 47,657.0,tested,2023/2024,75-84 years
Year 1 week 47,369.0,tested,2024/2025,75-84 years
Year 1 week 48,18.0,tested,2015/2016,75-84 years
Year 1 week 48,27.0,tested,2016/2017,75-84 years
Year 1 week 48,31.0,tested,2017/2018,75-84 years
Year 1 week 48,59.0,tested,2018/2019,75-84 years
Year 1 week 48,141.0,tested,2019/2020,75-84 years
Year 1 week 48,110.0,tested,2020/2021,75-84 years
Year 1 week 48,490.0,tested,2021/2022,75-84 years
Year 1 week 48,537.0,tested,2022/2023,75-84 years
Year 1 week 48,662.0,tested,2023/2024,75-84 years
Year 1 week 48,357.0,tested,2024/2025,75-84 years
Year 1 week 49,12.0,tested,2015/2016,75-84 years
Year 1 week 49,40.0,tested,2016/2017,75-84 years
Year 1 week 49,39.0,tested,2017/2018,75-84 years
Year 1 week 49,87.0,tested,2018/2019,75-84 years
Year 1 week 49,166.0,tested,2019/2020,75-84 years
Year 1 week 49,129.0,tested,2020/2021,75-84 years
Year 1 week 49,506.0,tested,2021/2022,75-84 years
Year 1 week 49,619.0,tested,2022/2023,75-84 years
Year 1 week 49,807.0,tested,2023/2024,75-84 years
Year 1 week 49,418.0,tested,2024/2025,75-84 years
Year 1 week 50,20.0,tested,2015/2016,75-84 years
Year 1 week 50,33.0,tested,2016/2017,75-84 years
Year 1 week 50,72.0,tested,2017/2018,75-84 years
Year 1 week 50,96.0,tested,2018/2019,75-84 years
Year 1 week 50,160.0,tested,2019/2020,75-84 years
Year 1 week 50,138.0,tested,2020/2021,75-84 years
Year 1 week 50,525.0,tested,2021/2022,75-84 years
Year 1 week 50,596.0,tested,2022/2023,75-84 years
Year 1 week 50,896.0,tested,2023/2024,75-84 years
Year 1 week 50,411.0,tested,2024/2025,75-84 years
Year 1 week 51,22.0,tested,2015/2016,75-84 years
Year 1 week 51,55.0,tested,2016/2017,75-84 years
Year 1 week 51,68.0,tested,2017/2018,75-84 years
Year 1 week 51,107.0,tested,2018/2019,75-84 years
Year 1 week 51,211.0,tested,2019/2020,75-84 years
Year 1 week 51,169.0,tested,2020/2021,75-84 years
Year 1 week 51,501.0,tested,2021/2022,75-84 years
Year 1 week 51,694.0,tested,2022/2023,75-84 years
Year 1 week 51,958.0,tested,2023/2024,75-84 years
Year 1 week 51,508.0,tested,2024/2025,75-84 years
Year 1 week 52,23.0,tested,2015/2016,75-84 years
Year 1 week 52,77.0,tested,2016/2017,75-84 years
Year 1 week 52,99.0,tested,2017/2018,75-84 years
Year 1 week 52,165.0,tested,2018/2019,75-84 years
Year 1 week 52,215.0,tested,2019/2020,75-84 years
Year 1 week 52,163.0,tested,2020/2021,75-84 years
Year 1 week 52,527.0,tested,2021/2022,75-84 years
Year 1 week 52,808.0,tested,2022/2023,75-84 years
Year 1 week 52,795.0,tested,2023/2024,75-84 years
Year 1 week 52,403.0,tested,2024/2025,75-84 years
Year 1 week 53,32.0,tested,2015/2016,75-84 years
Year 1 week 53,179.0,tested,2020/2021,75-84 years
Year 2 week 01,28.0,tested,2015/2016,75-84 years
Year 2 week 01,106.0,tested,2016/2017,75-84 years
Year 2 week 01,121.0,tested,2017/2018,75-84 years
Year 2 week 01,176.0,tested,2018/2019,75-84 years
Year 2 week 01,267.0,tested,2019/2020,75-84 years
Year 2 week 01,192.0,tested,2020/2021,75-84 years
Year 2 week 01,574.0,tested,2021/2022,75-84 years
Year 2 week 01,981.0,tested,2022/2023,75-84 years
Year 2 week 01,812.0,tested,2023/2024,75-84 years
Year 2 week 01,504.0,tested,2024/2025,75-84 years
Year 2 week 02,35.0,tested,2015/2016,75-84 years
Year 2 week 02,99.0,tested,2016/2017,75-84 years
Year 2 week 02,137.0,tested,2017/2018,75-84 years
Year 2 week 02,234.0,tested,2018/2019,75-84 years
Year 2 week 02,240.0,tested,2019/2020,75-84 years
Year 2 week 02,156.0,tested,2020/2021,75-84 years
Year 2 week 02,460.0,tested,2021/2022,75-84 years
Year 2 week 02,696.0,tested,2022/2023,75-84 years
Year 2 week 02,745.0,tested,2023/2024,75-84 years
Year 2 week 02,520.0,tested,2024/2025,75-84 years
Year 2 week 03,37.0,tested,2015/2016,75-84 years
Year 2 week 03,94.0,tested,2016/2017,75-84 years
Year 2 week 03,159.0,tested,2017/2018,75-84 years
Year 2 week 03,171.0,tested,2018/2019,75-84 years
Year 2 week 03,210.0,tested,2019/2020,75-84 years
Year 2 week 03,209.0,tested,2020/2021,75-84 years
Year 2 week 03,415.0,tested,2021/2022,75-84 years
Year 2 week 03,574.0,tested,2022/2023,75-84 years
Year 2 week 03,630.0,tested,2023/2024,75-84 years
Year 2 week 04,46.0,tested,2015/2016,75-84 years
Year 2 week 04,129.0,tested,2016/2017,75-84 years
Year 2 week 04,192.0,tested,2017/2018,75-84 years
Year 2 week 04,238.0,tested,2018/2019,75-84 years
Year 2 week 04,215.0,tested,2019/2020,75-84 years
Year 2 week 04,155.0,tested,2020/2021,75-84 years
Year 2 week 04,416.0,tested,2021/2022,75-84 years
Year 2 week 04,477.0,tested,2022/2023,75-84 years
Year 2 week 04,709.0,tested,2023/2024,75-84 years
Year 2 week 05,63.0,tested,2015/2016,75-84 years
Year 2 week 05,127.0,tested,2016/2017,75-84 years
Year 2 week 05,277.0,tested,2017/2018,75-84 years
Year 2 week 05,361.0,tested,2018/2019,75-84 years
Year 2 week 05,261.0,tested,2019/2020,75-84 years
Year 2 week 05,151.0,tested,2020/2021,75-84 years
Year 2 week 05,380.0,tested,2021/2022,75-84 years
Year 2 week 05,548.0,tested,2022/2023,75-84 years
Year 2 week 05,621.0,tested,2023/2024,75-84 years
Year 2 week 06,78.0,tested,2015/2016,75-84 years
Year 2 week 06,154.0,tested,2016/2017,75-84 years
Year 2 week 06,317.0,tested,2017/2018,75-84 years
Year 2 week 06,447.0,tested,2018/2019,75-84 years
Year 2 week 06,236.0,tested,2019/2020,75-84 years
Year 2 week 06,146.0,tested,2020/2021,75-84 years
Year 2 week 06,333.0,tested,2021/2022,75-84 years
Year 2 week 06,579.0,tested,2022/2023,75-84 years
Year 2 week 06,647.0,tested,2023/2024,75-84 years
Year 2 week 07,82.0,tested,2015/2016,75-84 years
Year 2 week 07,150.0,tested,2016/2017,75-84 years
Year 2 week 07,401.0,tested,2017/2018,75-84 years
Year 2 week 07,389.0,tested,2018/2019,75-84 years
Year 2 week 07,251.0,tested,2019/2020,75-84 years
Year 2 week 07,158.0,tested,2020/2021,75-84 years
Year 2 week 07,405.0,tested,2021/2022,75-84 years
Year 2 week 07,587.0,tested,2022/2023,75-84 years
Year 2 week 07,613.0,tested,2023/2024,75-84 years
Year 2 week 08,103.0,tested,2015/2016,75-84 years
Year 2 week 08,159.0,tested,2016/2017,75-84 years
Year 2 week 08,437.0,tested,2017/2018,75-84 years
Year 2 week 08,313.0,tested,2018/2019,75-84 years
Year 2 week 08,250.0,tested,2019/2020,75-84 years
Year 2 week 08,152.0,tested,2020/2021,75-84 years
Year 2 week 08,377.0,tested,2021/2022,75-84 years
Year 2 week 08,551.0,tested,2022/2023,75-84 years
Year 2 week 08,581.0,tested,2023/2024,75-84 years
Year 2 week 09,103.0,tested,2015/2016,75-84 years
Year 2 week 09,121.0,tested,2016/2017,75-84 years
Year 2 week 09,401.0,tested,2017/2018,75-84 years
Year 2 week 09,230.0,tested,2018/2019,75-84 years
Year 2 week 09,244.0,tested,2019/2020,75-84 years
Year 2 week 09,126.0,tested,2020/2021,75-84 years
Year 2 week 09,386.0,tested,2021/2022,75-84 years
Year 2 week 09,481.0,tested,2022/2023,75-84 years
Year 2 week 09,545.0,tested,2023/2024,75-84 years
Year 2 week 10,94.0,tested,2015/2016,75-84 years
Year 2 week 10,103.0,tested,2016/2017,75-84 years
Year 2 week 10,431.0,tested,2017/2018,75-84 years
Year 2 week 10,198.0,tested,2018/2019,75-84 years
Year 2 week 10,291.0,tested,2019/2020,75-84 years
Year 2 week 10,153.0,tested,2020/2021,75-84 years
Year 2 week 10,397.0,tested,2021/2022,75-84 years
Year 2 week 10,566.0,tested,2022/2023,75-84 years
Year 2 week 10,490.0,tested,2023/2024,75-84 years
Year 2 week 11,88.0,tested,2015/2016,75-84 years
Year 2 week 11,93.0,tested,2016/2017,75-84 years
Year 2 week 11,368.0,tested,2017/2018,75-84 years
Year 2 week 11,133.0,tested,2018/2019,75-84 years
Year 2 week 11,440.0,tested,2019/2020,75-84 years
Year 2 week 11,161.0,tested,2020/2021,75-84 years
Year 2 week 11,526.0,tested,2021/2022,75-84 years
Year 2 week 11,592.0,tested,2022/2023,75-84 years
Year 2 week 11,443.0,tested,2023/2024,75-84 years
Year 2 week 12,83.0,tested,2015/2016,75-84 years
Year 2 week 12,56.0,tested,2016/2017,75-84 years
Year 2 week 12,382.0,tested,2017/2018,75-84 years
Year 2 week 12,118.0,tested,2018/2019,75-84 years
Year 2 week 12,564.0,tested,2019/2020,75-84 years
Year 2 week 12,153.0,tested,2020/2021,75-84 years
Year 2 week 12,639.0,tested,2021/2022,75-84 years
